rep	case	h2	env	ts	ts_magnitude
L38	C1	diff-0.3	env-0.0	p-0.65	
L39	C1	diff-0.3	env-0.0	p-0.65	
L40	C1	diff-0.3	env-0.0	p-0.65	
L41	C1	diff-0.3	env-0.0	p-0.65	
L42	C1	diff-0.3	env-0.0	p-0.65	
L43	C1	diff-0.3	env-0.0	p-0.65	
L44	C1	diff-0.3	env-0.0	p-0.65	
L45	C1	diff-0.3	env-0.0	p-0.65	
L46	C1	diff-0.3	env-0.0	p-0.65	
L47	C1	diff-0.3	env-0.0	p-0.65	
L48	C1	diff-0.3	env-0.0	p-0.65	
L49	C1	diff-0.3	env-0.0	p-0.65	
L50	C1	diff-0.3	env-0.0	p-0.65	
L51	C1	diff-0.3	env-0.0	p-0.65	
L52	C1	diff-0.3	env-0.0	p-0.65	
L53	C1	diff-0.3	env-0.0	p-0.65	
L54	C1	diff-0.3	env-0.0	p-0.65	
L55	C1	diff-0.3	env-0.0	p-0.65	
L56	C1	diff-0.3	env-0.0	p-0.65	
L57	C1	diff-0.3	env-0.0	p-0.65	
L58	C1	diff-0.3	env-0.0	p-0.65	
L59	C1	diff-0.3	env-0.0	p-0.65	
L60	C1	diff-0.3	env-0.0	p-0.65	
L61	C1	diff-0.3	env-0.0	p-0.65	
L62	C1	diff-0.3	env-0.0	p-0.65	
L63	C1	diff-0.3	env-0.0	p-0.65	
L64	C1	diff-0.3	env-0.0	p-0.65	
L65	C1	diff-0.3	env-0.0	p-0.65	
L66	C1	diff-0.3	env-0.0	p-0.65	
L67	C1	diff-0.3	env-0.0	p-0.65	
L68	C1	diff-0.3	env-0.0	p-0.65	
L69	C1	diff-0.3	env-0.0	p-0.65	
L70	C1	diff-0.3	env-0.0	p-0.65	
L71	C1	diff-0.3	env-0.0	p-0.65	
L72	C1	diff-0.3	env-0.0	p-0.65	
L73	C1	diff-0.3	env-0.0	p-0.65	
L74	C1	diff-0.3	env-0.0	p-0.65	
L75	C1	diff-0.3	env-0.0	p-0.65	
L76	C1	diff-0.3	env-0.0	p-0.65	
L77	C1	diff-0.3	env-0.0	p-0.65	
L78	C1	diff-0.3	env-0.0	p-0.65	
L79	C1	diff-0.3	env-0.0	p-0.65	
L80	C1	diff-0.3	env-0.0	p-0.65	
L81	C1	diff-0.3	env-0.0	p-0.65	
L82	C1	diff-0.3	env-0.0	p-0.65	
L83	C1	diff-0.3	env-0.0	p-0.65	
L84	C1	diff-0.3	env-0.0	p-0.65	
L85	C1	diff-0.3	env-0.0	p-0.65	
L86	C1	diff-0.3	env-0.0	p-0.65	
L87	C1	diff-0.3	env-0.0	p-0.65	
L88	C1	diff-0.3	env-0.0	p-0.65	
L89	C1	diff-0.3	env-0.0	p-0.65	
L90	C1	diff-0.3	env-0.0	p-0.65	
L91	C1	diff-0.3	env-0.0	p-0.65	
L92	C1	diff-0.3	env-0.0	p-0.65	
L93	C1	diff-0.3	env-0.0	p-0.65	
L94	C1	diff-0.3	env-0.0	p-0.65	
L95	C1	diff-0.3	env-0.0	p-0.65	
L96	C1	diff-0.3	env-0.0	p-0.65	
L97	C1	diff-0.3	env-0.0	p-0.65	
L98	C1	diff-0.3	env-0.0	p-0.65	
L99	C1	diff-0.3	env-0.0	p-0.65	
L100	C1	diff-0.3	env-0.0	p-0.65	
L1	C1	same-0.3	env-1.0	p-0.65	0.306391942996149
L2	C1	same-0.3	env-1.0	p-0.65	0.565504288300301
L3	C1	same-0.3	env-1.0	p-0.65	0.392101898724752
L4	C1	same-0.3	env-1.0	p-0.65	0.349508778685503
L5	C1	same-0.3	env-1.0	p-0.65	0.431749601157159
L6	C1	same-0.3	env-1.0	p-0.65	0.0895153098283283
L7	C1	same-0.3	env-1.0	p-0.65	0.460819017522685
L8	C1	same-0.3	env-1.0	p-0.65	0.267255230654018
L9	C1	same-0.3	env-1.0	p-0.65	0.194520626711859
L10	C1	same-0.3	env-1.0	p-0.65	0.273422051368968
L11	C1	same-0.3	env-1.0	p-0.65	0.484766953496147
L12	C1	same-0.3	env-1.0	p-0.65	0.277271926467077
L13	C1	same-0.3	env-1.0	p-0.65	0.392414220122504
L14	C1	same-0.3	env-1.0	p-0.65	0.288726109264573
L15	C1	same-0.3	env-1.0	p-0.65	0.200370239067755
L16	C1	same-0.3	env-1.0	p-0.65	0.400167940480296
L17	C1	same-0.3	env-1.0	p-0.65	0.441246081044258
L18	C1	same-0.3	env-1.0	p-0.65	0.264981934978266
L19	C1	same-0.3	env-1.0	p-0.65	0.36664467263576
L20	C1	same-0.3	env-1.0	p-0.65	0.315238303581368
L21	C1	same-0.3	env-1.0	p-0.65	0.419141119834044
L22	C1	same-0.3	env-1.0	p-0.65	0.196460188411898
L23	C1	same-0.3	env-1.0	p-0.65	0.332911278089493
L24	C1	same-0.3	env-1.0	p-0.65	0.279326548634197
L25	C1	same-0.3	env-1.0	p-0.65	0.284943728859979
L26	C1	same-0.3	env-1.0	p-0.65	0.303054990853808
L27	C1	same-0.3	env-1.0	p-0.65	0.484734567797046
L28	C1	same-0.3	env-1.0	p-0.65	0.526704278063337
L29	C1	same-0.3	env-1.0	p-0.65	0.290626971846607
L30	C1	same-0.3	env-1.0	p-0.65	0.405176879757072
L31	C1	same-0.3	env-1.0	p-0.65	0.321238824174824
L32	C1	same-0.3	env-1.0	p-0.65	0.288688083903519
L33	C1	same-0.3	env-1.0	p-0.65	0.275429906544381
L34	C1	same-0.3	env-1.0	p-0.65	0.301404106373167
L35	C1	same-0.3	env-1.0	p-0.65	0.229615317948276
L36	C1	same-0.3	env-1.0	p-0.65	0.0649453790492123
L37	C1	same-0.3	env-1.0	p-0.65	0.388586356823769
L38	C1	same-0.3	env-1.0	p-0.65	0.221451628206089
L39	C1	same-0.3	env-1.0	p-0.65	0.382789669440637
L40	C1	same-0.3	env-1.0	p-0.65	0.329810640082764
L41	C1	same-0.3	env-1.0	p-0.65	0.0866612592172372
L42	C1	same-0.3	env-1.0	p-0.65	0.280568619108998
L43	C1	same-0.3	env-1.0	p-0.65	0.227990855718376
L44	C1	same-0.3	env-1.0	p-0.65	0.200862617576884
L45	C1	same-0.3	env-1.0	p-0.65	0.334022660048702
L46	C1	same-0.3	env-1.0	p-0.65	0.347476589928904
L47	C1	same-0.3	env-1.0	p-0.65	0.264302498789688
L48	C1	same-0.3	env-1.0	p-0.65	0.0960661921559132
L49	C1	same-0.3	env-1.0	p-0.65	0.272606858536982
L50	C1	same-0.3	env-1.0	p-0.65	0.180907516805275
L51	C1	same-0.3	env-1.0	p-0.65	0.154097349887706
L52	C1	same-0.3	env-1.0	p-0.65	0.400426699018205
L53	C1	same-0.3	env-1.0	p-0.65	0.169749765217995
L54	C1	same-0.3	env-1.0	p-0.65	0.35344999386627
L55	C1	same-0.3	env-1.0	p-0.65	0.192704482171494
L56	C1	same-0.3	env-1.0	p-0.65	0.360322068620468
L57	C1	same-0.3	env-1.0	p-0.65	0.324051086765171
L58	C1	same-0.3	env-1.0	p-0.65	0.421586214394349
L59	C1	same-0.3	env-1.0	p-0.65	0.321281388494028
L60	C1	same-0.3	env-1.0	p-0.65	0.193646708430506
L61	C1	same-0.3	env-1.0	p-0.65	0.129763406063001
L62	C1	same-0.3	env-1.0	p-0.65	0.194372589361949
L63	C1	same-0.3	env-1.0	p-0.65	0.180581675106668
L64	C1	same-0.3	env-1.0	p-0.65	0.573686210887235
L65	C1	same-0.3	env-1.0	p-0.65	0.190751760008005
L66	C1	same-0.3	env-1.0	p-0.65	0.28740535935103
L67	C1	same-0.3	env-1.0	p-0.65	0.296838934673192
L68	C1	same-0.3	env-1.0	p-0.65	0.17147180121729
L69	C1	same-0.3	env-1.0	p-0.65	0.0699359090348144
L70	C1	same-0.3	env-1.0	p-0.65	0.182464340041681
L71	C1	same-0.3	env-1.0	p-0.65	0.183375812310021
L72	C1	same-0.3	env-1.0	p-0.65	0.166928551259374
L73	C1	same-0.3	env-1.0	p-0.65	0.256446852880596
L74	C1	same-0.3	env-1.0	p-0.65	0.186450369374559
L75	C1	same-0.3	env-1.0	p-0.65	0.307019804871546
L76	C1	same-0.3	env-1.0	p-0.65	0.240474923750354
L77	C1	same-0.3	env-1.0	p-0.65	0.290495264499112
L78	C1	same-0.3	env-1.0	p-0.65	0.280090546968186
L79	C1	same-0.3	env-1.0	p-0.65	0.295292518356495
L80	C1	same-0.3	env-1.0	p-0.65	0.391176123348433
L81	C1	same-0.3	env-1.0	p-0.65	0.328395281196666
L82	C1	same-0.3	env-1.0	p-0.65	0.590025622497024
L83	C1	same-0.3	env-1.0	p-0.65	0.206498606407604
L84	C1	same-0.3	env-1.0	p-0.65	0.31226047727818
L85	C1	same-0.3	env-1.0	p-0.65	0.43146903289467
L86	C1	same-0.3	env-1.0	p-0.65	0.190858112028661
L87	C1	same-0.3	env-1.0	p-0.65	0.273257989836307
L88	C1	same-0.3	env-1.0	p-0.65	0.380623913156351
L89	C1	same-0.3	env-1.0	p-0.65	0.0271364733727036
L90	C1	same-0.3	env-1.0	p-0.65	0.415808380187586
L91	C1	same-0.3	env-1.0	p-0.65	0.54205253022493
L92	C1	same-0.3	env-1.0	p-0.65	0.193129690831305
L93	C1	same-0.3	env-1.0	p-0.65	0.280308939467429
L94	C1	same-0.3	env-1.0	p-0.65	-0.0264773015399272
L95	C1	same-0.3	env-1.0	p-0.65	0.308346876892266
L96	C1	same-0.3	env-1.0	p-0.65	0.439552276283212
L97	C1	same-0.3	env-1.0	p-0.65	0.345512664719151
L98	C1	same-0.3	env-1.0	p-0.65	0.379246029773739
L99	C1	same-0.3	env-1.0	p-0.65	0.246415996127525
L100	C1	same-0.3	env-1.0	p-0.65	0.467373676564165
L1	C1	diff-0.3	env-1.0	p-0.65	-0.115920980217817
L2	C1	diff-0.3	env-1.0	p-0.65	-0.406491968238021
L3	C1	diff-0.3	env-1.0	p-0.65	-0.220941732457785
L4	C1	diff-0.3	env-1.0	p-0.65	-0.405890285037142
L5	C1	diff-0.3	env-1.0	p-0.65	-0.394815998189303
L6	C1	diff-0.3	env-1.0	p-0.65	-0.382050288468048
L7	C1	diff-0.3	env-1.0	p-0.65	-0.20224205794023
L8	C1	diff-0.3	env-1.0	p-0.65	-0.307422539530395
L9	C1	diff-0.3	env-1.0	p-0.65	-0.515569361037567
L10	C1	diff-0.3	env-1.0	p-0.65	-0.366936096513537
L11	C1	diff-0.3	env-1.0	p-0.65	-0.248773181488596
L12	C1	diff-0.3	env-1.0	p-0.65	-0.416244245823315
L13	C1	diff-0.3	env-1.0	p-0.65	-0.354569121846686
L14	C1	diff-0.3	env-1.0	p-0.65	-0.37078085922079
L15	C1	diff-0.3	env-1.0	p-0.65	-0.28878766642929
L16	C1	diff-0.3	env-1.0	p-0.65	-0.365046282258803
L17	C1	diff-0.3	env-1.0	p-0.65	-0.324480514487554
L18	C1	diff-0.3	env-1.0	p-0.65	-0.1201516342115
L19	C1	diff-0.3	env-1.0	p-0.65	-0.279797151279653
L20	C1	diff-0.3	env-1.0	p-0.65	-0.394490687142541
L21	C1	diff-0.3	env-1.0	p-0.65	-0.261332884121631
L22	C1	diff-0.3	env-1.0	p-0.65	-0.494222026628619
L23	C1	diff-0.3	env-1.0	p-0.65	-0.437096629293537
L24	C1	diff-0.3	env-1.0	p-0.65	-0.32430406811185
L25	C1	diff-0.3	env-1.0	p-0.65	-0.243681463131317
L26	C1	diff-0.3	env-1.0	p-0.65	-0.231065994032782
L27	C1	diff-0.3	env-1.0	p-0.65	-0.343104102858819
L28	C1	diff-0.3	env-1.0	p-0.65	-0.218151412515208
L29	C1	diff-0.3	env-1.0	p-0.65	-0.395308824375469
L30	C1	diff-0.3	env-1.0	p-0.65	-0.450238893141911
L31	C1	diff-0.3	env-1.0	p-0.65	-0.373851260565171
L32	C1	diff-0.3	env-1.0	p-0.65	-0.547792898635935
L33	C1	diff-0.3	env-1.0	p-0.65	-0.230260570283801
L34	C1	diff-0.3	env-1.0	p-0.65	-0.0363105009454988
L35	C1	diff-0.3	env-1.0	p-0.65	-0.396494376689942
L36	C1	diff-0.3	env-1.0	p-0.65	-0.256009877190566
L37	C1	diff-0.3	env-1.0	p-0.65	-0.163167315516034
L38	C1	diff-0.3	env-1.0	p-0.65	-0.251853140138237
L39	C1	diff-0.3	env-1.0	p-0.65	-0.388708207474477
L40	C1	diff-0.3	env-1.0	p-0.65	-0.28827720945279
L41	C1	diff-0.3	env-1.0	p-0.65	-0.488889890004168
L42	C1	diff-0.3	env-1.0	p-0.65	-0.319119645426013
L43	C1	diff-0.3	env-1.0	p-0.65	-0.308959996745885
L44	C1	diff-0.3	env-1.0	p-0.65	-0.411984568417924
L45	C1	diff-0.3	env-1.0	p-0.65	-0.340515952072589
L46	C1	diff-0.3	env-1.0	p-0.65	-0.348358002019784
L47	C1	diff-0.3	env-1.0	p-0.65	-0.269998037021762
L48	C1	diff-0.3	env-1.0	p-0.65	-0.257615227654445
L49	C1	diff-0.3	env-1.0	p-0.65	-0.273834077489372
L50	C1	diff-0.3	env-1.0	p-0.65	-0.333397574641719
L51	C1	diff-0.3	env-1.0	p-0.65	-0.310556669068312
L52	C1	diff-0.3	env-1.0	p-0.65	-0.368632203297412
L53	C1	diff-0.3	env-1.0	p-0.65	-0.454275636621827
L54	C1	diff-0.3	env-1.0	p-0.65	-0.342749997610193
L55	C1	diff-0.3	env-1.0	p-0.65	-0.303564973690656
L56	C1	diff-0.3	env-1.0	p-0.65	-0.0471905803735815
L57	C1	diff-0.3	env-1.0	p-0.65	-0.309644691817341
L58	C1	diff-0.3	env-1.0	p-0.65	-0.264414072553788
L59	C1	diff-0.3	env-1.0	p-0.65	-0.364384632783715
L60	C1	diff-0.3	env-1.0	p-0.65	-0.400934364372691
L61	C1	diff-0.3	env-1.0	p-0.65	-0.259292317173649
L62	C1	diff-0.3	env-1.0	p-0.65	-0.285408327077765
L63	C1	diff-0.3	env-1.0	p-0.65	-0.29847129007853
L64	C1	diff-0.3	env-1.0	p-0.65	-0.391751209740424
L65	C1	diff-0.3	env-1.0	p-0.65	-0.274978968916279
L66	C1	diff-0.3	env-1.0	p-0.65	-0.337842217694818
L67	C1	diff-0.3	env-1.0	p-0.65	-0.296071611217987
L68	C1	diff-0.3	env-1.0	p-0.65	-0.279687472464783
L69	C1	diff-0.3	env-1.0	p-0.65	-0.335488010513213
L70	C1	diff-0.3	env-1.0	p-0.65	-0.0842376313812802
L71	C1	diff-0.3	env-1.0	p-0.65	-0.473504944935984
L72	C1	diff-0.3	env-1.0	p-0.65	-0.328806134162179
L73	C1	diff-0.3	env-1.0	p-0.65	-0.384642280540836
L74	C1	diff-0.3	env-1.0	p-0.65	-0.279865548257907
L75	C1	diff-0.3	env-1.0	p-0.65	-0.251877393268493
L76	C1	diff-0.3	env-1.0	p-0.65	-0.533385046545966
L77	C1	diff-0.3	env-1.0	p-0.65	-0.181378264508643
L78	C1	diff-0.3	env-1.0	p-0.65	-0.179943899885172
L79	C1	diff-0.3	env-1.0	p-0.65	-0.445830431155545
L80	C1	diff-0.3	env-1.0	p-0.65	-0.197224249482095
L81	C1	diff-0.3	env-1.0	p-0.65	-0.070350904178533
L82	C1	diff-0.3	env-1.0	p-0.65	-0.36082511383606
L83	C1	diff-0.3	env-1.0	p-0.65	-0.325554133280891
L84	C1	diff-0.3	env-1.0	p-0.65	-0.30647856702737
L85	C1	diff-0.3	env-1.0	p-0.65	-0.27374237691969
L86	C1	diff-0.3	env-1.0	p-0.65	-0.321020961061284
L87	C1	diff-0.3	env-1.0	p-0.65	-0.133987458246485
L88	C1	diff-0.3	env-1.0	p-0.65	-0.30422527861167
L89	C1	diff-0.3	env-1.0	p-0.65	-0.27609497625435
L90	C1	diff-0.3	env-1.0	p-0.65	-0.151226306646347
L91	C1	diff-0.3	env-1.0	p-0.65	-0.337091965343622
L92	C1	diff-0.3	env-1.0	p-0.65	-0.336411332882245
L93	C1	diff-0.3	env-1.0	p-0.65	-0.337680983550855
L94	C1	diff-0.3	env-1.0	p-0.65	-0.296619699761235
L95	C1	diff-0.3	env-1.0	p-0.65	-0.376706315087723
L96	C1	diff-0.3	env-1.0	p-0.65	-0.481876089057166
L97	C1	diff-0.3	env-1.0	p-0.65	-0.25413409567978
L98	C1	diff-0.3	env-1.0	p-0.65	-0.352427719511657
L99	C1	diff-0.3	env-1.0	p-0.65	-0.503306425205312
L100	C1	diff-0.3	env-1.0	p-0.65	-0.266402590765905
L1	C1	same-0.3	env-0.0	p-0.70	0.352484031248021
L2	C1	same-0.3	env-0.0	p-0.70	0.21266470969718
L3	C1	same-0.3	env-0.0	p-0.70	0.246106133246567
L4	C1	same-0.3	env-0.0	p-0.70	0.430597019390814
L5	C1	same-0.3	env-0.0	p-0.70	0.16048686390924
L6	C1	same-0.3	env-0.0	p-0.70	0.345535992391038
L7	C1	same-0.3	env-0.0	p-0.70	0.250489485909251
L8	C1	same-0.3	env-0.0	p-0.70	0.436399064784753
L9	C1	same-0.3	env-0.0	p-0.70	0.481798936573522
L10	C1	same-0.3	env-0.0	p-0.70	0.394234494885719
L11	C1	same-0.3	env-0.0	p-0.70	0.148180729461705
L12	C1	same-0.3	env-0.0	p-0.70	0.525815794050518
L13	C1	same-0.3	env-0.0	p-0.70	0.438000150084678
L14	C1	same-0.3	env-0.0	p-0.70	0.346845150967477
L15	C1	same-0.3	env-0.0	p-0.70	0.446836577269015
L16	C1	same-0.3	env-0.0	p-0.70	0.465563199902268
L17	C1	same-0.3	env-0.0	p-0.70	0.395901907655749
L18	C1	same-0.3	env-0.0	p-0.70	0.295040984621331
L19	C1	same-0.3	env-0.0	p-0.70	0.331358881954718
L20	C1	same-0.3	env-0.0	p-0.70	0.406105732998125
L21	C1	same-0.3	env-0.0	p-0.70	0.266414130644621
L22	C1	same-0.3	env-0.0	p-0.70	0.497517980995737
L23	C1	same-0.3	env-0.0	p-0.70	0.372581834104474
L24	C1	same-0.3	env-0.0	p-0.70	0.276289223388279
L25	C1	same-0.3	env-0.0	p-0.70	0.46813653652429
L26	C1	same-0.3	env-0.0	p-0.70	0.383267659612937
L27	C1	same-0.3	env-0.0	p-0.70	0.537597276961051
L28	C1	same-0.3	env-0.0	p-0.70	0.175126397618501
L29	C1	same-0.3	env-0.0	p-0.70	0.226579068323298
L30	C1	same-0.3	env-0.0	p-0.70	0.251629391244711
L31	C1	same-0.3	env-0.0	p-0.70	0.184407611113634
L32	C1	same-0.3	env-0.0	p-0.70	0.230665830782848
L33	C1	same-0.3	env-0.0	p-0.70	0.398315059264878
L34	C1	same-0.3	env-0.0	p-0.70	0.370959007040563
L35	C1	same-0.3	env-0.0	p-0.70	0.350872174939194
L36	C1	same-0.3	env-0.0	p-0.70	0.414620870548109
L37	C1	same-0.3	env-0.0	p-0.70	0.268923423186915
L38	C1	same-0.3	env-0.0	p-0.70	0.250716889797233
L39	C1	same-0.3	env-0.0	p-0.70	0.437192884401891
L40	C1	same-0.3	env-0.0	p-0.70	0.525002918297502
L41	C1	same-0.3	env-0.0	p-0.70	0.435656977386175
L42	C1	same-0.3	env-0.0	p-0.70	0.381503796536819
L43	C1	same-0.3	env-0.0	p-0.70	0.330358398314486
L44	C1	same-0.3	env-0.0	p-0.70	0.233212903803889
L45	C1	same-0.3	env-0.0	p-0.70	0.441441382358537
L46	C1	same-0.3	env-0.0	p-0.70	0.370526931402494
L47	C1	same-0.3	env-0.0	p-0.70	0.423219764216694
L48	C1	same-0.3	env-0.0	p-0.70	0.48102697570032
L49	C1	same-0.3	env-0.0	p-0.70	0.29631512460917
L50	C1	same-0.3	env-0.0	p-0.70	0.321355313086948
L51	C1	same-0.3	env-0.0	p-0.70	0.39930363555494
L52	C1	same-0.3	env-0.0	p-0.70	0.186426992338667
L53	C1	same-0.3	env-0.0	p-0.70	0.2962322484122
L54	C1	same-0.3	env-0.0	p-0.70	0.472804227284895
L55	C1	same-0.3	env-0.0	p-0.70	0.350234444117484
L56	C1	same-0.3	env-0.0	p-0.70	0.483442854707344
L57	C1	same-0.3	env-0.0	p-0.70	0.49931642110627
L58	C1	same-0.3	env-0.0	p-0.70	0.381229942208667
L59	C1	same-0.3	env-0.0	p-0.70	0.231858471772855
L60	C1	same-0.3	env-0.0	p-0.70	0.490023877102882
L61	C1	same-0.3	env-0.0	p-0.70	0.32007828824112
L62	C1	same-0.3	env-0.0	p-0.70	0.486432698064931
L63	C1	same-0.3	env-0.0	p-0.70	0.316272398077704
L64	C1	same-0.3	env-0.0	p-0.70	0.312528484017973
L65	C1	same-0.3	env-0.0	p-0.70	0.412128615468117
L66	C1	same-0.3	env-0.0	p-0.70	0.355687295881134
L67	C1	same-0.3	env-0.0	p-0.70	0.282135430715473
L68	C1	same-0.3	env-0.0	p-0.70	0.145058746706814
L69	C1	same-0.3	env-0.0	p-0.70	0.479467219592806
L70	C1	same-0.3	env-0.0	p-0.70	0.346161562023073
L71	C1	same-0.3	env-0.0	p-0.70	0.414845257771592
L72	C1	same-0.3	env-0.0	p-0.70	0.406775257374715
L73	C1	same-0.3	env-0.0	p-0.70	0.266826948420883
L74	C1	same-0.3	env-0.0	p-0.70	0.30570155515617
L75	C1	same-0.3	env-0.0	p-0.70	0.266444894831048
L76	C1	same-0.3	env-0.0	p-0.70	0.288828278012335
L77	C1	same-0.3	env-0.0	p-0.70	0.149714311341963
L78	C1	same-0.3	env-0.0	p-0.70	0.245918939616317
L79	C1	same-0.3	env-0.0	p-0.70	0.316467855722776
L80	C1	same-0.3	env-0.0	p-0.70	0.419052426732599
L81	C1	same-0.3	env-0.0	p-0.70	0.31301258567794
L82	C1	same-0.3	env-0.0	p-0.70	0.38552876104952
L83	C1	same-0.3	env-0.0	p-0.70	0.509905713979766
L84	C1	same-0.3	env-0.0	p-0.70	0.318809083097407
L85	C1	same-0.3	env-0.0	p-0.70	0.38892194889167
L86	C1	same-0.3	env-0.0	p-0.70	0.191898924673282
L87	C1	same-0.3	env-0.0	p-0.70	0.316312802312249
L88	C1	same-0.3	env-0.0	p-0.70	0.425977309900424
L89	C1	same-0.3	env-0.0	p-0.70	0.373585563486622
L90	C1	same-0.3	env-0.0	p-0.70	0.473421978628963
L91	C1	same-0.3	env-0.0	p-0.70	0.371900774872835
L92	C1	same-0.3	env-0.0	p-0.70	0.45810070493503
L93	C1	same-0.3	env-0.0	p-0.70	0.346900058866205
L94	C1	same-0.3	env-0.0	p-0.70	0.244897575921448
L95	C1	same-0.3	env-0.0	p-0.70	0.418433442211165
L96	C1	same-0.3	env-0.0	p-0.70	0.373588596690651
L97	C1	same-0.3	env-0.0	p-0.70	0.510801681664338
L98	C1	same-0.3	env-0.0	p-0.70	0.448675051239019
L99	C1	same-0.3	env-0.0	p-0.70	0.44597057938044
L100	C1	same-0.3	env-0.0	p-0.70	0.320246062442553
L1	C1	diff-0.3	env-0.0	p-0.70	
L2	C1	diff-0.3	env-0.0	p-0.70	
L3	C1	diff-0.3	env-0.0	p-0.70	
L4	C1	diff-0.3	env-0.0	p-0.70	
L5	C1	diff-0.3	env-0.0	p-0.70	
L6	C1	diff-0.3	env-0.0	p-0.70	
L7	C1	diff-0.3	env-0.0	p-0.70	
L8	C1	diff-0.3	env-0.0	p-0.70	
L9	C1	diff-0.3	env-0.0	p-0.70	
L10	C1	diff-0.3	env-0.0	p-0.70	
L11	C1	diff-0.3	env-0.0	p-0.70	
L12	C1	diff-0.3	env-0.0	p-0.70	
L13	C1	diff-0.3	env-0.0	p-0.70	
L14	C1	diff-0.3	env-0.0	p-0.70	
L15	C1	diff-0.3	env-0.0	p-0.70	
L16	C1	diff-0.3	env-0.0	p-0.70	
L17	C1	diff-0.3	env-0.0	p-0.70	
L18	C1	diff-0.3	env-0.0	p-0.70	
L19	C1	diff-0.3	env-0.0	p-0.70	
L20	C1	diff-0.3	env-0.0	p-0.70	
L21	C1	diff-0.3	env-0.0	p-0.70	
L22	C1	diff-0.3	env-0.0	p-0.70	
L23	C1	diff-0.3	env-0.0	p-0.70	
L24	C1	diff-0.3	env-0.0	p-0.70	
L25	C1	diff-0.3	env-0.0	p-0.70	
L26	C1	diff-0.3	env-0.0	p-0.70	
L27	C1	diff-0.3	env-0.0	p-0.70	
L28	C1	diff-0.3	env-0.0	p-0.70	
L29	C1	diff-0.3	env-0.0	p-0.70	
L30	C1	diff-0.3	env-0.0	p-0.70	
L31	C1	diff-0.3	env-0.0	p-0.70	
L32	C1	diff-0.3	env-0.0	p-0.70	
L33	C1	diff-0.3	env-0.0	p-0.70	
L34	C1	diff-0.3	env-0.0	p-0.70	
L35	C1	diff-0.3	env-0.0	p-0.70	
L36	C1	diff-0.3	env-0.0	p-0.70	
L37	C1	diff-0.3	env-0.0	p-0.70	
L38	C1	diff-0.3	env-0.0	p-0.70	
L39	C1	diff-0.3	env-0.0	p-0.70	
L40	C1	diff-0.3	env-0.0	p-0.70	
L41	C1	diff-0.3	env-0.0	p-0.70	
L42	C1	diff-0.3	env-0.0	p-0.70	
L43	C1	diff-0.3	env-0.0	p-0.70	
L44	C1	diff-0.3	env-0.0	p-0.70	
L45	C1	diff-0.3	env-0.0	p-0.70	
L46	C1	diff-0.3	env-0.0	p-0.70	
L47	C1	diff-0.3	env-0.0	p-0.70	
L48	C1	diff-0.3	env-0.0	p-0.70	
L49	C1	diff-0.3	env-0.0	p-0.70	
L50	C1	diff-0.3	env-0.0	p-0.70	
L51	C1	diff-0.3	env-0.0	p-0.70	
L52	C1	diff-0.3	env-0.0	p-0.70	
L53	C1	diff-0.3	env-0.0	p-0.70	
L54	C1	diff-0.3	env-0.0	p-0.70	
L55	C1	diff-0.3	env-0.0	p-0.70	
L56	C1	diff-0.3	env-0.0	p-0.70	
L57	C1	diff-0.3	env-0.0	p-0.70	
L58	C1	diff-0.3	env-0.0	p-0.70	
L59	C1	diff-0.3	env-0.0	p-0.70	
L60	C1	diff-0.3	env-0.0	p-0.70	
L61	C1	diff-0.3	env-0.0	p-0.70	
L62	C1	diff-0.3	env-0.0	p-0.70	
L63	C1	diff-0.3	env-0.0	p-0.70	
L64	C1	diff-0.3	env-0.0	p-0.70	
L65	C1	diff-0.3	env-0.0	p-0.70	
L66	C1	diff-0.3	env-0.0	p-0.70	
L67	C1	diff-0.3	env-0.0	p-0.70	
L68	C1	diff-0.3	env-0.0	p-0.70	
L69	C1	diff-0.3	env-0.0	p-0.70	
L70	C1	diff-0.3	env-0.0	p-0.70	
L71	C1	diff-0.3	env-0.0	p-0.70	
L72	C1	diff-0.3	env-0.0	p-0.70	
L73	C1	diff-0.3	env-0.0	p-0.70	
L74	C1	diff-0.3	env-0.0	p-0.70	
L75	C1	diff-0.3	env-0.0	p-0.70	
L76	C1	diff-0.3	env-0.0	p-0.70	
L77	C1	diff-0.3	env-0.0	p-0.70	
L78	C1	diff-0.3	env-0.0	p-0.70	
L79	C1	diff-0.3	env-0.0	p-0.70	
L80	C1	diff-0.3	env-0.0	p-0.70	
L81	C1	diff-0.3	env-0.0	p-0.70	
L82	C1	diff-0.3	env-0.0	p-0.70	
L83	C1	diff-0.3	env-0.0	p-0.70	
L84	C1	diff-0.3	env-0.0	p-0.70	
L85	C1	diff-0.3	env-0.0	p-0.70	
L86	C1	diff-0.3	env-0.0	p-0.70	
L87	C1	diff-0.3	env-0.0	p-0.70	
L88	C1	diff-0.3	env-0.0	p-0.70	
L89	C1	diff-0.3	env-0.0	p-0.70	
L90	C1	diff-0.3	env-0.0	p-0.70	
L91	C1	diff-0.3	env-0.0	p-0.70	
L92	C1	diff-0.3	env-0.0	p-0.70	
L93	C1	diff-0.3	env-0.0	p-0.70	
L94	C1	diff-0.3	env-0.0	p-0.70	
L95	C1	diff-0.3	env-0.0	p-0.70	
L96	C1	diff-0.3	env-0.0	p-0.70	
L97	C1	diff-0.3	env-0.0	p-0.70	
